Cleaned_Text,category,Sentiment,"Sentiment_Score",SentimentScore
the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,0,negative,"0.2",-1.0
the service was terrible though,0,negative,"-1.0",-1.0
this place is overpriced not consistent with their boba and it really is overpriced,0,negative,"0.037500000000000006",-1.0
it was packed,0,neutral,"0.0",-0.18000000000000002
i can say that the desserts were yummy,1,positive,"0.0",0.99
the seasonal fruit was fresh white peach puree,1,positive,"0.15",0.64
it kept getting worse and worse so now im officially done,0,negative,"-0.4",-1.0
this place should honestly be blown up,0,positive,"0.6",0.020000000000000018
but i definitely would not eat here again,0,negative,"0.0",-0.94
do not waste your money here,0,negative,"0.1",-0.18999999999999995
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,1,positive,"0.3041666666666667",1.0
the crêpe was delicate and thin and moist,1,positive,"-0.35",0.62
awful service,0,negative,"-1.0",-0.98
wont ever go here again,0,negative,"0.0",-0.86
food quality has been horrible,0,negative,"-1.0",-1.0
for that price i can think of a few place i would have much rather gone,0,neutral,"0.0",-0.019999999999999997
the service here is fair at best,0,positive,"0.85",0.99
i do love sushi but i found kabuki to be overpriced overhip and underservices,0,negative,"0.5",-0.020000000000000018
do yourself a favor and stay away from this dish,0,positive,"0.0",0.47
very poor service,0,negative,"-0.52",-1.0
no one at the table thought the food was above average or worth the wait that we had for it,0,positive,"0.049999999999999996",0.36
best service and food ever maria our server was so good and friendly she made our day,1,positive,"0.6916666666666668",1.0
they were excellent,1,positive,"1.0",1.0
i paid the bill but did not tip because i felt the server did a terrible job,0,negative,"-1.0",-1.0
just had lunch here and had a great experience,1,positive,"0.8",1.0
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,0,negative,"0.03333333333333334",-0.85
food is way overpriced and portions are fucking small,0,negative,"-0.25",-1.0
i recently tried caballeros and i have been back every week since,1,neutral,"0.0",0.0
for bucks a head i really expect better food,0,positive,"0.35",0.88
the food came out at a good pace,1,positive,"0.7",1.0
i ate there twice on my last visit and especially enjoyed the salmon salad,1,positive,"0.5",1.0
we could not believe how dirty the oysters were,0,negative,"-0.6",-1.0
this place deserves no stars,0,negative,"0.0",-0.98
in fact im going to round up to stars just because she was so awesome,1,positive,"0.4",0.99
to my disbelief each dish qualified as the worst version of these foods i have ever tasted,0,negative,"-1.0",-1.0
bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,0,negative,"-0.09999999999999995",-0.88
the potatoes were great and so was the biscuit,1,positive,"0.8",1.0
i probably would not go here again,0,negative,"0.0",-0.69
so flavorful and has just the perfect amount of heat,1,positive,"1.0",1.0
the price is reasonable and the service is great,1,positive,"0.5",1.0
the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,0,negative,"-0.3",-1.0
my fella got the huevos rancheros and they didnt look too appealing,0,negative,"0.5",-0.7200000000000001
went in for happy hour great list of wines,1,positive,"0.8",1.0
some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,1,negative,"0.0",-0.64
i probably wont be coming back here,0,neutral,"0.0",-0.39
worst foodservice ive had in a while,0,negative,"-1.0",-1.0
this place is pretty good nice little vibe in the restaurant,1,positive,"0.34062499999999996",1.0
talk about great customer service of course we will be back,1,positive,"0.4",1.0
hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil,0,negative,"-0.08499999999999999",-0.71
i love their fries and their beans,1,positive,"0.5",1.0
always a pleasure dealing with him,1,positive,"0.0",1.0
they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval,1,neutral,"0.0",0.24000000000000002
this place is awesome if you want something light and healthy during the summer,1,positive,"0.6333333333333333",1.0
for sushi on the strip this is the place to go,1,positive,"0.0",0.64
the service was great even the manager came and helped with our table,1,positive,"0.8",1.0
the feel of the dining room was more college cooking course than high class dining and the service was slow at best,0,negative,"0.33999999999999997",-1.0
i started this review with two stars but im editing it to give it only one,0,negative,"0.0",-0.95
this is the worst sushi i have ever eat besides costcos,0,negative,"-1.0",-1.0
all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,1,positive,"0.75625",1.0
my boyfriend and i sat at the bar and had a completely delightful experience,1,positive,"1.0",1.0
weird vibe from owners,0,negative,"-0.5",-0.95
there was hardly any meat,0,negative,"-0.2916666666666667",-0.58
ive had better bagels from the grocery store,0,positive,"0.5",0.98
go to place for gyros,1,neutral,"0.0",0.08
i love the ownerchef his one authentic japanese cool dude,1,positive,"0.3375",1.0
now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,0,positive,"0.65",0.06000000000000005
i found a six inch long piece of wire in my salsa,0,neutral,"-0.05",0.019999999999999997
the service was terrible food was mediocre,0,negative,"-0.75",-1.0
we definately enjoyed ourselves,1,positive,"0.5",0.99
i ordered albondigas soup which was just warm and tasted like tomato soup with frozen meatballs,0,neutral,"0.6",0.04000000000000001
on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,0,negative,"0.0",-0.98
i had about two bites and refused to eat anymore,0,negative,"0.0",-0.98
the service was extremely slow,0,negative,"-0.30000000000000004",-1.0
after minutes wait i got a table,0,neutral,"0.0",-0.16999999999999998
seriously killer hot chai latte,1,negative,"-0.04166666666666666",-0.9299999999999999
no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,0,negative,"-0.1",-0.51
my boyfriend tried the mediterranean chicken salad and fell in love,1,positive,"-0.04999999999999999",0.99
their rotating beers on tap is also a highlight of this place,1,neutral,"0.0",0.45999999999999996
pricing is a bit of a concern at mellow mushroom,0,negative,"0.0",-0.87
worst thai ever,0,negative,"-1.0",-1.0
if you stay in vegas you must get breakfast here at least once,1,neutral,"-0.3",0.02
i want to first say our server was great and we had perfect service,1,positive,"0.6833333333333332",1.0
the pizza selections are good,1,positive,"0.7",1.0
i had strawberry tea which was good,1,positive,"0.7",1.0
highly unprofessional and rude to a loyal patron,0,negative,"0.06444444444444444",-1.0
overall a great experience,1,positive,"0.4",1.0
spend your money elsewhere,0,neutral,"0.0",-0.18
their regular toasted bread was equally satisfying with the occasional pats of butter mmmm,1,positive,"0.16666666666666666",0.94
the buffet at bellagio was far from what i anticipated,0,negative,"0.1",-0.96
and the drinks are weak people,0,negative,"-0.375",-0.87
my order was not correct,0,negative,"0.0",-1.0
also i feel like the chips are bought not made in house,0,negative,"0.0",-0.93
after the disappointing dinner we went elsewhere for dessert,0,negative,"-0.6",-1.0
the chips and sals a here is amazing,1,positive,"0.6000000000000001",1.0
we wont be returning,0,negative,"0.0",-0.52
this is my new fav vegas buffet spot,1,positive,"0.13636363636363635",0.99
i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,0,negative,"0.08333333333333334",-0.88
very very sad,0,negative,"-0.65",-1.0
i felt insulted and disrespected how could you talk and judge another human being like that,0,negative,"0.0",-1.0
how can you call yourself a steakhouse if you cant properly cook a steak i dont understand,0,negative,"0.0",-0.88
im not impressed with the concept or the food,0,negative,"-0.5",-1.0
the only thing i wasnt too crazy about was their guacamole as i dont like it puréed,0,negative,"-0.3",-0.88
there is really nothing for me at postinos hope your experience is better,0,positive,"0.35",0.81
i got food poisoning here at the buffet,0,negative,"0.0",-0.96
they brought a fresh batch of fries and i was thinking yay something warm but no,0,neutral,"0.44999999999999996",-0.15
what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us,0,positive,"0.0",0.13000000000000006
needless to say i wont be going back anytime soon,0,negative,"-0.25",-0.44
this place is disgusting,0,negative,"-1.0",-1.0
every time i eat here i see caring teamwork to a professional degree,1,positive,"0.1",0.91
the ri style calamari was a joke,0,positive,"0.0",0.5599999999999999
however there was so much garlic in the fondue it was barely edible,0,negative,"0.125",-0.96
i could barely stomach the meal but didnt complain because it was a business lunch,0,negative,"0.05",-0.07
it was so bad i had lost the heart to finish it,0,negative,"-0.6999999999999998",-1.0
it also took her forever to bring us the check when we asked for it,0,negative,"0.0",-0.81
we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one,0,negative,"0.5",-0.6100000000000001
disappointing experience,0,negative,"-0.6",-1.0
the food is about on par with dennys which is to say not good at all,0,negative,"-0.35",-1.0
if you want to wait for mediocre food and downright terrible service then this is the place for you,0,negative,"-0.75",-0.99
waaaaaayyyyyyyyyy over rated is all i am saying,0,negative,"0.0",-0.04999999999999999
we wont be going back,0,neutral,"0.0",-0.47
the place was fairly clean but the food simply wasnt worth it,0,negative,"0.22222222222222224",-1.0
this place lacked style,0,negative,"0.0",-0.94
the sangria was about half of a glass wine full and was ridiculous,0,negative,"-0.049999999999999996",-1.0
dont bother coming here,0,positive,"0.0",0.08999999999999997
the meat was pretty dry i had the sliced brisket and pulled pork,0,positive,"0.09166666666666667",0.030000000000000027
the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,0,positive,"0.25",0.6100000000000001
it was equally awful,0,negative,"-1.0",-1.0
probably not in a hurry to go back,0,positive,"0.0",0.3
very slow at seating even with reservation,0,negative,"-0.39000000000000007",-1.0
not good by any stretch of the imagination,0,negative,"-0.35",-1.0
the cashew cream sauce was bland and the vegetables were undercooked,0,negative,"-0.16666666666666666",-1.0
the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,0,negative,"-0.38518518518518513",-1.0
it was a bit too sweet not really spicy enough and lacked flavor,0,negative,"0.08333333333333333",-1.0
i was very disappointed,0,negative,"-0.9750000000000001",-1.0
this place is horrible and way overpriced,0,negative,"-1.0",-1.0
maybe its just their vegetarian fare but ive been twice and i thought it was average at best,0,neutral,"0.425",-0.019999999999999997
it wasnt busy at all and now we know why,0,negative,"0.1",-0.56
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,0,negative,"-0.075",-1.0
the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,0,negative,"0.5",-0.99
con spotty service,0,positive,"0.0",0.24
the fries were not hot and neither was my burger,0,negative,"-0.125",-0.95
but then they came back cold,0,neutral,"-0.3",-0.05
then our food came out disappointment ensued,0,negative,"-0.6",-1.0
the real disappointment was our waiter,0,negative,"-0.8999999999999999",-1.0
my husband said she was very rude did not even apologize for the bad food or anything,0,negative,"-0.5449999999999999",-0.99
the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,0,neutral,"0.0",-0.12000000000000001
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,0,negative,"0.041666666666666664",-0.97
if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,0,neutral,"0.0",-0.01
she was quite disappointed although some blame needs to be placed at her door,0,negative,"-0.75",-1.0
after all the rave reviews i couldnt wait to eat herewhat a disappointment,0,negative,"-0.6",-0.98
del taco is pretty nasty and should be avoided if possible,0,negative,"-0.25",-1.0
its not hard to make a decent hamburger,0,positive,"0.15625",0.95
but i dont like it,0,negative,"0.0",-0.95
hell no will i go back,0,negative,"0.0",-0.78
weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,0,positive,"0.25",0.98
i dont know what the big deal is about this place but i wont be back yaall,0,negative,"0.0",-0.77
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar,0,negative,"-0.4",-0.69
the ambiance isnt much better,0,negative,"0.5",-0.97
unfortunately it only set us up for disapppointment with our entrees,0,negative,"0.0",-0.98
the food wasnt good,0,negative,"0.7",-1.0
your servers suck wait correction our server heimer sucked,0,negative,"0.0",-0.95
what happened next was prettyoff putting,0,neutral,"0.0",-0.22999999999999998
too bad cause i know its family owned i really wanted to like this place,0,negative,"-0.24999999999999992",-0.81
overpriced for what you are getting,0,negative,"0.0",-1.0
i vomited in the bathroom mid lunch,0,negative,"0.0",-0.97
i kept looking at the time and it had soon become minutes yet still no food,0,negative,"0.0",-0.84
i have been to very few places to eat that under no circumstances would i ever return to and this tops the list,0,positive,"-0.26",0.7799999999999999
we started with the tuna sashimi which was brownish in color and obviously wasnt fresh,0,negative,"0.15",-0.99
food was below average,0,negative,"-0.15",-0.93
it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant,0,positive,"0.2708333333333333",0.5900000000000001
all in all ha long bay was a bit of a flop,0,negative,"-0.05",-0.95
the problem i have is that they charge for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables,0,negative,"0.275",-0.9199999999999999
shrimp when i unwrapped it i live only a mile from brushfire it was literally ice cold,0,neutral,"-0.15454545454545454",-0.29000000000000004
it lacked flavor seemed undercooked and dry,0,negative,"-0.06666666666666665",-1.0
it really is impressive that the place hasnt closed down,0,positive,"0.24814814814814815",0.99
i would avoid this place if you are staying in the mirage,0,negative,"0.0",-0.9299999999999999
the refried beans that came with my meal were dried out and crusty and the food was bland,0,negative,"-0.18333333333333335",-1.0
spend your money and time some place else,0,neutral,"0.0",-0.06
a lady at the table next to us found a live green caterpillar in her salad,0,neutral,"-0.02121212121212122",0.04
the presentation of the food was awful,0,negative,"-1.0",-1.0
i cant tell you how disappointed i was,0,negative,"-0.75",-1.0
i think food should have flavor and texture and both were lacking,0,negative,"0.0",-1.0
appetite instantly gone,0,negative,"0.0",-0.47
overall i was not impressed and would not go back,0,negative,"-0.16666666666666666",-1.0
the whole experience was underwhelming and i think well just go to ninja sushi next time,0,negative,"0.1",-0.89
then as if i hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check,0,negative,"-0.1",-0.96
